"","model","method","parm_names","parm_values","eps","ss"
"5241","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.387300830531623,34.3028694194946,200
"5242","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.78014635977207,34.3028694194946,200
"5243","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,34.3028694194946,200
"5244","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6811,34.3028694194946,200
"5245","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.55114165465486,34.3028694194946,200
"5246","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3895,34.3028694194946,200
"5247","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",541.835093945514,34.3028694194946,200
"5248","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",201.434505160564,34.3028694194946,200
"5249","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.232782440008019,32.260332653842,25
"5250","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.268807044396,32.260332653842,25
"5251","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,32.260332653842,25
"5252","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.791,32.260332653842,25
"5253","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.559728763362104,32.260332653842,25
"5254","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2393,32.260332653842,25
"5255","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",873.959414916012,32.260332653842,25
"5256","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",206.307333363341,32.260332653842,25
"5257","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.190426717618746,32.260332653842,25
"5258","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.39542311265054,32.260332653842,25
"5259","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,32.260332653842,25
"5260","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.8253,32.260332653842,25
"5261","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.520447652111049,32.260332653842,25
"5262","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.1915,32.260332653842,25
"5263","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",990.346353479513,32.260332653842,25
"5264","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",188.032412948362,32.260332653842,25
"5265","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.254224772512229,33.8470103936519,50
"5266","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.16857136297318,33.8470103936519,50
"5267","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,33.8470103936519,50
"5268","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7666,33.8470103936519,50
"5269","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.590145422930821,33.8470103936519,50
"5270","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2506,33.8470103936519,50
"5271","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",788.441935338839,33.8470103936519,50
"5272","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",214.258925657166,33.8470103936519,50
"5273","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.303048690271943,33.8470103936519,50
"5274","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.90617754769025,33.8470103936519,50
"5275","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,33.8470103936519,50
"5276","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7376,33.8470103936519,50
"5277","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.50846117468749,33.8470103936519,50
"5278","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2987,33.8470103936519,50
"5279","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",616.017765826342,33.8470103936519,50
"5280","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",185.514739981942,33.8470103936519,50
"5281","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.274598267976318,33.4383247701379,100
"5282","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.08622020237004,33.4383247701379,100
"5283","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,33.4383247701379,100
"5284","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7621,33.4383247701379,100
"5285","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.532642321019923,33.4383247701379,100
"5286","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2755,33.4383247701379,100
"5287","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",723.362230893629,33.4383247701379,100
"5288","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",192.801580777198,33.4383247701379,100
"5289","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.262933977187961,33.4383247701379,100
"5290","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.19709787208244,33.4383247701379,100
"5291","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,33.4383247701379,100
"5292","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7737,33.4383247701379,100
"5293","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.583810818336343,33.4383247701379,100
"5294","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2549,33.4383247701379,100
"5295","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",835.64215627711,33.4383247701379,100
"5296","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",211.434695939334,33.4383247701379,100
"5297","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.290702005758194,35.593550873362,200
"5298","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.03582016197333,35.593550873362,200
"5299","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,35.593550873362,200
"5300","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7488,35.593550873362,200
"5301","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.57066237121324,35.593550873362,200
"5302","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2994,35.593550873362,200
"5303","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",688.368307395525,35.593550873362,200
"5304","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",207.480162434028,35.593550873362,200
"5305","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.378590361788469,35.593550873362,200
"5306","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.80499626244529,35.593550873362,200
"5307","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,35.593550873362,200
"5308","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6862,35.593550873362,200
"5309","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.582096772936075,35.593550873362,200
"5310","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3797,35.593550873362,200
"5311","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",537.117179238976,35.593550873362,200
"5312","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",212.462537458199,35.593550873362,200
"5313","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.659653700194762,27.3587046737603,25
"5314","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.2223079273479,27.3587046737603,25
"5315","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,27.3587046737603,25
"5316","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.51,27.3587046737603,25
"5317","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.521551944277027,27.3587046737603,25
"5318","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.6504,27.3587046737603,25
"5319","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",302.969866160472,27.3587046737603,25
"5320","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",198.576080338202,27.3587046737603,25
"5321","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.459805335674165,27.3587046737603,25
"5322","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.49006446844525,27.3587046737603,25
"5323","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,27.3587046737603,25
"5324","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6333,27.3587046737603,25
"5325","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.506350466826399,27.3587046737603,25
"5326","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4765,27.3587046737603,25
"5327","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",389.528930225997,27.3587046737603,25
"5328","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",186.130110634695,27.3587046737603,25
"5329","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.484095344910713,38.508466231097,50
"5330","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.54256688869912,38.508466231097,50
"5331","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,38.508466231097,50
"5332","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6121,38.508466231097,50
"5333","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.545183224516031,38.508466231097,50
"5334","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4872,38.508466231097,50
"5335","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",423.103791322603,38.508466231097,50
"5336","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",200.436971910558,38.508466231097,50
"5337","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.348252561182198,38.508466231097,50
"5338","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.87305506447446,38.508466231097,50
"5339","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,38.508466231097,50
"5340","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.704,38.508466231097,50
"5341","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.580205683928267,38.508466231097,50
"5342","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.352,38.508466231097,50
"5343","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",588.102660451787,38.508466231097,50
"5344","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",207.849359148011,38.508466231097,50
"5345","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.357215048682816,37.9391536407665,100
"5346","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.83952850987244,37.9391536407665,100
"5347","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,37.9391536407665,100
"5348","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6993,37.9391536407665,100
"5349","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.570557657449763,37.9391536407665,100
"5350","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3517,37.9391536407665,100
"5351","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",569.347219577031,37.9391536407665,100
"5352","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",202.784898613398,37.9391536407665,100
"5353","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.432384722513355,37.9391536407665,100
"5354","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.60561852942856,37.9391536407665,100
"5355","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,37.9391536407665,100
"5356","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6553,37.9391536407665,100
"5357","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.528710192012487,37.9391536407665,100
"5358","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4345,37.9391536407665,100
"5359","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",443.494200811616,37.9391536407665,100
"5360","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",192.624093333198,37.9391536407665,100
"5361","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.300185432618485,40.5548669705434,200
"5362","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.01256759113098,40.5548669705434,200
"5363","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,40.5548669705434,200
"5364","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7442,40.5548669705434,200
"5365","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.579538706707144,40.5548669705434,200
"5366","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.299,40.5548669705434,200
"5367","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",694.475027945767,40.5548669705434,200
"5368","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",207.105580939596,40.5548669705434,200
"5369","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.304054375528166,40.5548669705434,200
"5370","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.06786599489491,40.5548669705434,200
"5371","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,40.5548669705434,200
"5372","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7444,40.5548669705434,200
"5373","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.598281381583924,40.5548669705434,200
"5374","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.295,40.5548669705434,200
"5375","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",717.591626861474,40.5548669705434,200
"5376","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",212.606350302892,40.5548669705434,200
"5377","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.432898654608227,19.7924736106937,25
"5378","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.6172560565638,19.7924736106937,25
"5379","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,19.7924736106937,25
"5380","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6484,19.7924736106937,25
"5381","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.554290684557626,19.7924736106937,25
"5382","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4385,19.7924736106937,25
"5383","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",457.957872040421,19.7924736106937,25
"5384","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",200.311479025991,19.7924736106937,25
"5385","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.457277900453867,19.7924736106937,25
"5386","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.52849452465357,19.7924736106937,25
"5387","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,19.7924736106937,25
"5388","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.6267,19.7924736106937,25
"5389","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.528287367609124,19.7924736106937,25
"5390","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4617,19.7924736106937,25
"5391","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",414.331569019848,19.7924736106937,25
"5392","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",191.489059071814,19.7924736106937,25
"5393","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.259169310732785,31.372284820102,50
"5394","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.11479442767857,31.372284820102,50
"5395","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,31.372284820102,50
"5396","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7786,31.372284820102,50
"5397","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.547274195199528,31.372284820102,50
"5398","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2667,31.372284820102,50
"5399","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",743.102459050513,31.372284820102,50
"5400","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",188.697830611496,31.372284820102,50
"5401","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.231697896609992,31.372284820102,50
"5402","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.18627456710127,31.372284820102,50
"5403","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,31.372284820102,50
"5404","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7943,31.372284820102,50
"5405","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.553452066918494,31.372284820102,50
"5406","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2369,31.372284820102,50
"5407","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",823.566589651127,31.372284820102,50
"5408","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",197.927908357327,31.372284820102,50
"5409","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.2799537510272,34.2122751016392,100
"5410","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",6.03191267903286,34.2122751016392,100
"5411","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,34.2122751016392,100
"5412","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7694,34.2122751016392,100
"5413","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.527854395659291,34.2122751016392,100
"5414","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2808,34.2122751016392,100
"5415","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",692.431377499661,34.2122751016392,100
"5416","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",183.307994899807,34.2122751016392,100
"5417","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.310120127234724,34.2122751016392,100
"5418","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.94411111373015,34.2122751016392,100
"5419","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,34.2122751016392,100
"5420","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7297,34.2122751016392,100
"5421","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.56037715314649,34.2122751016392,100
"5422","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.302,34.2122751016392,100
"5423","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",631.502470198023,34.2122751016392,100
"5424","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",196.393383360901,34.2122751016392,100
"5425","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.293167687077526,34.8519074045905,200
"5426","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.9772174127781,34.8519074045905,200
"5427","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,34.8519074045905,200
"5428","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7407,34.8519074045905,200
"5429","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.56633716159777,34.8519074045905,200
"5430","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.2878,34.8519074045905,200
"5431","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",636.682445595618,34.8519074045905,200
"5432","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",197.704354925815,34.8519074045905,200
"5433","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.235207505325802,34.8519074045905,200
"5434","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.15002558354298,34.8519074045905,200
"5435","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,34.8519074045905,200
"5436","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7919,34.8519074045905,200
"5437","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.518827402919919,34.8519074045905,200
"5438","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2408,34.8519074045905,200
"5439","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",764.829274032559,34.8519074045905,200
"5440","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",180.69891867076,34.8519074045905,200
"5441","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.406911678891762,26.2970949213062,25
"5442","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.72638264096601,26.2970949213062,25
"5443","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,26.2970949213062,25
"5444","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.6697,26.2970949213062,25
"5445","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.572384157464024,26.2970949213062,25
"5446","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.4075,26.2970949213062,25
"5447","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",506.347661351613,26.2970949213062,25
"5448","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",205.624382324978,26.2970949213062,25
"5449","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.465289743266756,26.2970949213062,25
"5450","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.54567137841372,26.2970949213062,25
"5451","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,26.2970949213062,25
"5452","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.624,26.2970949213062,25
"5453","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.545939365081833,26.2970949213062,25
"5454","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.4679,26.2970949213062,25
"5455","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",420.021479279864,26.2970949213062,25
"5456","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",197.924623500527,26.2970949213062,25
"5457","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.323065543787295,33.9066961615271,50
"5458","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.91241625227411,33.9066961615271,50
"5459","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,33.9066961615271,50
"5460","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.722,33.9066961615271,50
"5461","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.546888916803974,33.9066961615271,50
"5462","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3221,33.9066961615271,50
"5463","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",605.439510757177,33.9066961615271,50
"5464","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",193.639671426422,33.9066961615271,50
"5465","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.355649188743107,33.9066961615271,50
"5466","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",5.75871531094333,33.9066961615271,50
"5467","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,33.9066961615271,50
"5468","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7014,33.9066961615271,50
"5469","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.50328729705249,33.9066961615271,50
"5470","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.3698,33.9066961615271,50
"5471","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",512.434324161838,33.9066961615271,50
"5472","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",182.206225189069,33.9066961615271,50
"5473","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.347348042550183,34.0414569219025,100
"5474","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.83537562799266,34.0414569219025,100
"5475","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,34.0414569219025,100
"5476","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7085,34.0414569219025,100
"5477","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","LR",0.542943971637164,34.0414569219025,100
"5478","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Frequency",0.3544,34.0414569219025,100
"5479","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Claim_Amount",562.525789931254,34.0414569219025,100
"5480","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Total_Claim_Amount",193.147759766405,34.0414569219025,100
"5481","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","lambda",0.262155684217365,34.0414569219025,100
"5482","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","mu",6.11294459979412,34.0414569219025,100
"5483","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","sigma",1,34.0414569219025,100
"5484","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Prob_0",0.7652,34.0414569219025,100
"5485","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","LR",0.56888432890693,34.0414569219025,100
"5486","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Frequency",0.2554,34.0414569219025,100
"5487","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Claim_Amount",753.090972539785,34.0414569219025,100
"5488","Lognormal(mu, sigma = 1)-Poisson(lambda)","mode","Total_Claim_Amount",203.465915547916,34.0414569219025,100
"5489","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","lambda",0.328582250110382,36.3542803786166,200
"5490","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","mu",5.88916634550455,36.3542803786166,200
"5491","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","sigma",1,36.3542803786166,200
"5492","Lognormal(mu, sigma = 1)-Poisson(lambda)","map","Prob_0",0.7189,36.3542803786166,200
